    1.472 INFO     Updating inventory 29: CF-111-CoE-Demo
    2.924 INFO     Group "ACI_WL_NETVPX_WEB_3_ACI_WL_NETVPX_WEB_3_vmx" added
    2.930 INFO     Group "ACI_WL_NETVPX_WEB_4_ACI_WL_NETVPX_WEB_4_vmx" added
    2.936 INFO     Group "ACI_WL_NETVPX_WEB_5_ACI_WL_NETVPX_WEB_5_vmx" added
    2.945 INFO     Group "ANS_CNT_ANS_CNT_vmx" added
    2.952 INFO     Group "ANS_L_ANS_L_vmx" added
    2.958 INFO     Group "APIC_EM_APIC_EM_vmx" added
    2.967 INFO     Group "APP_VM_APP_VM_vmx" added
    2.973 INFO     Group "ASAv_ASAv_vmx" added
    2.979 INFO     Group "ASAv_UNMGD_ASAv_UNMGD_vmx" added
    2.985 INFO     Group "AVI_WEB2_AVI_WEB2_vmx" added
    2.991 INFO     Group "AWS_Migration_AWS_Migration_vmx" added
    2.997 INFO     Group "AWX_AWX_vmx" added
    3.003 INFO     Group "AnsibleClient1_AnsibleClient1_vmx" added
    3.009 INFO     Group "AnsibleClient2_AnsibleClient2_vmx" added
    3.015 INFO     Group "AnsibleMaster_AnsibleMaster_vmx" added
    3.020 INFO     Group "Ansible_ACI_DHCP_Ansible_ACI_DHCP_vmx" added
    3.026 INFO     Group "Ansible_Tower_P_Ansible_Tower_P_vmx" added
    3.031 INFO     Group "Ansible_test_Ansible_test_vmx" added
    3.037 INFO     Group "AviCloudController_AviCloudController_vmx" added
    3.043 INFO     Group "BCFController4_1_1_BCFController4_1_1_vmx" added
    3.049 INFO     Group "BIG_IPVEAnsible_BIG_IPVEAnsible_vmx" added
    3.056 INFO     Group "BIG_IP_ACI_Demo_BIG_IP_ACI_Demo_vmx" added
    3.061 INFO     Group "BR_TGEN_BR_TGEN_vmx" added
    3.067 INFO     Group "BVD_Server_BVD_Server_vmx" added
    3.073 INFO     Group "CB_ElastiStor_SDX_CB_ElastiStor_SDX_vmx" added
    3.079 INFO     Group "CB_Elasticenter_SDX_CB_Elasticenter_SDX_vmx" added
    3.085 INFO     Group "CB_Elasticenter_SDX_PRD_CB_Elasticenter_SDX_PRD_vmx" added
    3.091 INFO     Group "CG_ION3102v_Branch2_CG_ION3102v_Branch2_vmx" added
    3.097 INFO     Group "CG_ION3102v_Branch_CG_ION3102v_Branch_vmx" added
    3.108 INFO     Group "CVX_Arista_CVX_Arista_vmx" added
    3.114 INFO     Group "CentOS_DC1_CentOS_DC1_vmx" added
    3.125 INFO     Group "CentOS_DC_new_CentOS_DC_new_vmx" added
    3.133 INFO     Group "Cent_OS_Oracle_Cent_OS_Oracle_vmx" added
    3.140 INFO     Group "Ceph_N1_Ceph_N1_vmx" added
    3.146 INFO     Group "Ceph_N2_Ceph_N2_vmx" added
    3.153 INFO     Group "Ceph_N3_Ceph_N3_vmx" added
    3.162 INFO     Group "Ceph_Radosgw_Ceph_Radosgw_vmx" added
    3.168 INFO     Group "CiscoCSR1000V_CiscoCSR1000V_vmx" added
    3.173 INFO     Group "CiscoCSR1000vAnuta_CiscoCSR1000vAnuta_vmx" added
    3.179 INFO     Group "CiscoNexusFabricManager_CiscoNexusFabricManager_vmx" added
    3.185 INFO     Group "CiscoNexusFabricManager_T7_CiscoNexusFabricManager_T7_vmx" added
    3.191 INFO     Group "CiscoPrimeInfrastructureVirtualAppliance_CiscoPrimeInfrastructureVirtualAppliance_vmx" added
    3.197 INFO     Group "Cliqr_CSO_centos6_vmware_aci_2_Cliqr_CSO_centos6_vmware_aci_2_vmx" added
    3.202 INFO     Group "CloudForm45_113_POD_JAN18_CloudForm45_113_POD_JAN18_vmx" added
    3.208 INFO     Group "CloudForms4_5_111_PODnov_CloudForms4_5_111_PODnov_vmx" added
    3.213 INFO     Group "CloudFormsDB01_1_CloudFormsDB01_vmx" added
    3.219 INFO     Group "CloudFormsDB02_CloudFormsDB02_vmx" added
    3.225 INFO     Group "CloudFormsUI01_CloudFormsUI01_vmx" added
    3.231 INFO     Group "CloudFormsUI02_CloudFormsUI02_vmx" added
    3.236 INFO     Group "CloudN_ovf_091517_CloudN_ovf_091517_vmx" added
    3.242 INFO     Group "Cloudbyte_Elasticenter_Cloudbyte_Elasticenter_vmx" added
    3.248 INFO     Group "Cobbler_Cobbler_vmx" added
    3.253 INFO     Group "Cobbler_PXE_Cobbler_PXE_vmx" added
    3.260 INFO     Group "Cobbler_Ubuntu_Cobbler_Ubuntu_vmx" added
    3.267 INFO     Group "Comvlt_Training_7_Comvlt_Training_7_vmx" added
    3.272 INFO     Group "ContrailCompute1_ContrailCompute1_vmx" added
    3.278 INFO     Group "ContrailCompute2_ContrailCompute2_vmx" added
    3.284 INFO     Group "ContrailCompute3_ContrailCompute3_vmx" added
    3.290 INFO     Group "ContrailConfig_ContrailConfig_vmx" added
    3.296 INFO     Group "ContrailControl1_N_ContrailControl1_N_vmx" added
    3.302 INFO     Group "ContrailControl2_N_ContrailControl2_N_vmx" added
    3.307 INFO     Group "CumulusVX_leaf1_CumulusVX_leaf1_vmx" added
    3.318 INFO     Group "CumulusVX_leaf2_CumulusVX_leaf2_vmx" added
    3.324 INFO     Group "CumulusVX_spine1_CumulusVX_spine1_vmx" added
    3.331 INFO     Group "CumulusVX_spine2_CumulusVX_spine2_vmx" added
    3.338 INFO     Group "Cumulus_Ansible_Tower_Cumulus_Ansible_Tower_vmx" added
    3.345 INFO     Group "DC2_VC2_DC2_VC2_vmx" added
    3.352 INFO     Group "DC_TGEN_DC_TGEN_vmx" added
    3.358 INFO     Group "DLR01_0_DLR01_0_vmx" added
    3.364 INFO     Group "DNAC_EFT_DNAC_EFT_vmx" added
    3.369 INFO     Group "Demo_Windows_DB_Demo_Windows_DB_vmx" added
    3.375 INFO     Group "Dockerhost1_Dockerhost1_vmx" added
    3.381 INFO     Group "Dockerhost2_Dockerhost2_vmx" added
    3.387 INFO     Group "ECV_8153_ECV_8153_vmx" added
    3.393 INFO     Group "EDGE01_0_EDGE01_0_vmx" added
    3.399 INFO     Group "Elasticenter_Jyoti_Test2_Elasticenter_Jyoti_Test2_vmx" added
    3.405 INFO     Group "Elastistor_Jyoti_Test2_Elastistor_Jyoti_Test2_vmx" added
    3.410 INFO     Group "Fortigate_VM_Fortigate_VM_vmx" added
    3.416 INFO     Group "HCIGW_HCIGW_vmx" added
    3.422 INFO     Group "HCIIM_HCIIM_vmx" added
    3.427 INFO     Group "HPIMC_HPIMC_vmx" added
    3.433 INFO     Group "HPVSR_HPVSR_vmx" added
    3.439 INFO     Group "IBMPowerRM_IBMPowerRM_vmx" added
    3.445 INFO     Group "IM_IM_vmx" added
    3.451 INFO     Group "ION7108v_ION7108v_vmx" added
    3.457 INFO     Group "IOT_VM01_LivingPlanIT_IOT_VM01_LivingPlanIT_vmx" added
    3.462 INFO     Group "IOT_wpm_server2_IOT_wpm_server2_vmx" added
    3.468 INFO     Group "ISE_ISE_vmx" added
    3.474 INFO     Group "IV_BR1_TGEN_1_IV_BR1_TGEN_vmx" added
    3.480 INFO     Group "IV_BR1_TGEN_IV_BR1_TGEN_vmx" added
    3.485 INFO     Group "IV_BRANCH_II_JunipervSRX_IV_BRANCH_II_JunipervSRX_vmx" added
    3.491 INFO     Group "IV_BRANCH_I_JunipervSRX_IV_BRANCH_I_JunipervSRX_vmx" added
    3.497 INFO     Group "IV_BR_II_TGEN_IV_BR_II_TGEN_vmx" added
    3.503 INFO     Group "IV_BR_I_PC__Windows2K8server_IV_BR_I_PC__Windows2K8server_vmx" added
    3.509 INFO     Group "IV_HUB_CORE_JunipervSRX_IV_HUB_CORE_JunipervSRX_vmx" added
    3.518 INFO     Group "IV_HUB_INET_JunipervSRX_IV_HUB_INET_JunipervSRX_vmx" added
    3.524 INFO     Group "IV_HUB_MPLS_JunipervSRX_IV_HUB_MPLS_JunipervSRX_vmx" added
    3.530 INFO     Group "IV_Hub_PC__Windows2K8server_IV_Hub_PC__Windows2K8server_vmx" added
    3.536 INFO     Group "IV_ISP_INET_JunipervSRX_IV_ISP_INET_JunipervSRX_vmx" added
    3.542 INFO     Group "IV_ISP_MPLS_JunipervSRX_IV_ISP_MPLS_JunipervSRX_vmx" added
    3.548 INFO     Group "IV_VIPE_S_BRANCH_II_IV_VIPE_S_BRANCH_II_vmx" added
    3.554 INFO     Group "IV_VIPE_S_BRANCH_I_IV_VIPE_S_BRANCH_I_vmx" added
    3.560 INFO     Group "IV_VIPE_S_HUB_IV_VIPE_S_HUB_vmx" added
    3.567 INFO     Group "IV_salsa_v9_1_2_IV_salsa_v9_1_2_vmx" added
    3.573 INFO     Group "IW_BR2_R1_IW_BR2_R1_vmx" added
    3.579 INFO     Group "IW_BR3_R1_IW_BR3_R1_vmx" added
    3.586 INFO     Group "IW_BRANCH3_IW_BRANCH3_vmx" added
    3.592 INFO     Group "IW_BRANCH4_IW_BRANCH4_vmx" added
    3.598 INFO     Group "IW_BRANCH_2_IW_BRANCH_2_vmx" added
    3.606 INFO     Group "IW_HUB_PC_IW_HUB_PC_vmx" added
    3.612 INFO     Group "IW_H_CORE_1_IW_H_CORE_1_vmx" added
    3.618 INFO     Group "IW_H_INET_1_IW_H_INET_1_vmx" added
    3.623 INFO     Group "IW_H_MC_1_IW_H_MC_1_vmx" added
    3.631 INFO     Group "IW_H_WEBSERVER_IW_H_WEBSERVER_vmx" added
    3.636 INFO     Group "IW_ISP_INET_1_IW_ISP_INET_1_vmx" added
    3.642 INFO     Group "IW_ISP_MPLS_1_IW_ISP_MPLS_1_vmx" added
    3.648 INFO     Group "InfraServer_1_InfraServer_1_vmx" added
    3.653 INFO     Group "InfraServer_2_InfraServer_2_vmx" added
    3.659 INFO     Group "Jenkin_Cent_Jenkin_Cent_vmx" added
    3.666 INFO     Group "Jumb_2_Ros_Jumb_2_Ros_vmx" added
    3.672 INFO     Group "Jump_host_Ros_Jump_host_Ros_vmx" added
    3.677 INFO     Group "Kentik_Kentik_vmx" added
    3.684 INFO     Group "Kube_master_new_Kube_master_new_vmx" added
    3.690 INFO     Group "KubernnetesMaster_KubernnetesMaster_vmx" added
    3.696 INFO     Group "LB_WEB_ONE_ARM_0_LB_WEB_ONE_ARM_0_vmx" added
    3.701 INFO     Group "LinuxMigration_LinuxMigration_vmx" added
    3.707 INFO     Group "LoadBalancer_LoadBalancer_vmx" added
    3.714 INFO     Group "MDM_MDM_vmx" added
    3.720 INFO     Group "M_Compute1_M_Compute1_vmx" added
    3.727 INFO     Group "M_Compute2_M_Compute2_vmx" added
    3.732 INFO     Group "M_Controller1_M_Controller1_vmx" added
    3.738 INFO     Group "M_Controller2_M_Controller2_vmx" added
    3.745 INFO     Group "M_Junipercontrail_M_Junipercontrail_vmx" added
    3.750 INFO     Group "ManageIQ_ManageIQ_vmx" added
    3.758 INFO     Group "ManageIQ__Providers__Azure__CloudManager__Vm" added
    3.763 INFO     Group "ManageIQ__Providers__Redhat__InfraManager__Vm" added
    3.769 INFO     Group "Manageiq_chef_Manageiq_chef_vmx" added
    3.775 INFO     Group "MasterServer_1_MasterServer_1_vmx" added
    3.781 INFO     Group "MasterServer_2_MasterServer_2_vmx" added
    3.789 INFO     Group "MasterServer_3_MasterServer_3_vmx" added
    3.794 INFO     Group "MidoNSDBVM1_MidoNSDBVM1_vmx" added
    3.800 INFO     Group "MidoNetCompute1_MidoNetCompute1_vmx" added
    3.806 INFO     Group "MidoNetControlVM1_MidoNetControlVM1_vmx" added
    3.812 INFO     Group "MidoNetGatewayVM1_MidoNetGatewayVM1_vmx" added
    3.817 INFO     Group "MidonetCompute2_MidonetCompute2_vmx" added
    3.823 INFO     Group "Mon_Nagios_Mon_Nagios_vmx" added
    3.828 INFO     Group "NCDE_DB_1_NCDE_DB_1_vmx" added
    3.834 INFO     Group "NCX62_NCX62_vmx" added
    3.840 INFO     Group "NCX_NCX_vmx" added
    3.846 INFO     Group "NCX_Production_Large_NCX_Production_Large_vmx" added
    3.852 INFO     Group "NNMI_New_NNMI_New_vmx" added
    3.857 INFO     Group "NSX_Controller_07104153_2f40_458c_a6e2_99859bd4f89c_NSX_Controller_07104153_2f40_458c_a6e2_99859bd4f89c_vmx" added
    3.863 INFO     Group "NSX_Controller_7b7a5f4c_c572_4963_a487_39769a01a46d_NSX_Controller_7b7a5f4c_c572_4963_a487_39769a01a46d_vmx" added
    3.869 INFO     Group "Netbackup_Master_Netbackup_Master_vmx" added
    3.874 INFO     Group "NexentaEdge_Dep_NexentaEdge_Dep_vmx" added
    3.880 INFO     Group "NexentaFusion1_0_0_34_NexentaFusion1_0_0_34_vmx" added
    3.885 INFO     Group "NexentaFusion_1_1_1_6_Dev_Jyoti_NexentaFusion_1_1_1_6_Dev_Jyoti_vmx" added
    3.891 INFO     Group "NexentaStor5_0_1_0_NexentaStor5_0_1_0_vmx" added
    3.897 INFO     Group "Nexentastor4_cobbler_Nexentastor4_cobbler_vmx" added
    3.903 INFO     Group "Nimesa_New_2_Nimesa_New_2_vmx" added
    3.908 INFO     Group "Nutanix_Foundation_VM_3_10_1_Nutanix_Foundation_VM_3_10_vmx" added
    3.914 INFO     Group "OpenShiftAdmin_OpenShiftAdmin_vmx" added
    3.919 INFO     Group "OpenshiftWorkerNode_2_OpenshiftWorkerNode_2_vmx" added
    3.925 INFO     Group "Openstack_1_Openstack_1_vmx" added
    3.931 INFO     Group "Openstack_Undercloud_Newtron_Cisco_ACI_1_Openstack_Undercloud_Newtron_Cisco_ACI_1_vmx" added
    3.937 INFO     Group "P2V_DLR_0_P2V_DLR_0_vmx" added
    3.942 INFO     Group "PA_VM_8_0_0_PA_VM_8_0_0_vmx" added
    3.950 INFO     Group "PCIDSS_Test_LAP_PCIDSS_Test_LAP_vmx" added
    3.956 INFO     Group "Python_test_Python_test_vmx" added
    3.962 INFO     Group "Python_win2k12_Python_win2k12_vmx" added
    3.967 INFO     Group "RHEVM_new_RHEVM_new_vmx" added
    3.973 INFO     Group "RHOS_1_RHOS_1_vmx" added
    3.980 INFO     Group "RedHatCloudForms4_5_New_RedHatCloudForms4_5_New_vmx" added
    3.986 INFO     Group "SDI_Client_SDI_Client_vmx" added
    3.992 INFO     Group "SDNAutomationServer_1_SDNAutomationServer_vmx" added
    3.998 INFO     Group "SME_Ceph_SME_Ceph_vmx" added
    4.004 INFO     Group "SQL_1_Nutanix_SQL_1_Nutanix_vmx" added
    4.011 INFO     Group "SUSEADMIN_SUSEADMIN_vmx" added
    4.017 INFO     Group "SUSECLOUDSMT_SUSECLOUDSMT_vmx" added
    4.023 INFO     Group "Satellite6_Satellite6_vmx" added
    4.029 INFO     Group "ScaleIO_Vcenter_ScaleIO_Vcenter_vmx" added
    4.035 INFO     Group "ServiceVM_Centos_ServiceVM_Centos_vmx" added
    4.041 INFO     Group "Surveillance_IoT_Surveillance_IoT_vmx" added
    4.048 INFO     Group "T7_ACI_Openstack_T7_ACI_Openstack_vmx" added
    4.053 INFO     Group "TSG_RTR1_TSG_RTR1_vmx" added
    4.059 INFO     Group "TSG_RTR2_TSG_RTR2_vmx" added
    4.065 INFO     Group "TSG_RTR3_TSG_RTR3_vmx" added
    4.071 INFO     Group "TSG_Ubuntu_TSG_Ubuntu_vmx" added
    4.078 INFO     Group "TestKarthik_TestKarthik_vmx" added
    4.084 INFO     Group "Test_VMMonitor_Test_VMMonitor_vmx" added
    4.090 INFO     Group "ThousandEyesVM_RAR_ThousandEyesVM_RAR_vmx" added
    4.096 INFO     Group "UnderCloud_10_Telco_UnderCloud_10_Telco_vmx" added
    4.102 INFO     Group "UndercloudRHOSP12_UndercloudRHOSP12_vmx" added
    4.108 INFO     Group "Undercloud_RHOSP12_Undercloud_RHOSP12_vmx" added
    4.114 INFO     Group "Undercloud_Undercloud_vmx" added
    4.119 INFO     Group "VCF_DNS_SUBDOMAIN_VCF_DNS_SUBDOMAIN_vmx" added
    4.125 INFO     Group "VCF_DNS_VCF_DNS_vmx" added
    4.131 INFO     Group "VC_Nimesa_VC_Nimesa_vmx" added
    4.137 INFO     Group "VCenter_6_5_VCenter_6_5_vmx" added
    4.143 INFO     Group "VM2_App2_VM2_App2_vmx" added
    4.149 INFO     Group "VM_Test1_VM_Test1_vmx" added
    4.156 INFO     Group "VMwarevRealizeNetworkInsightPlatform_VMwarevRealizeNetworkInsightPlatform_vmx" added
    4.162 INFO     Group "VSRX_Contrail_VSRX_Contrail_vmx" added
    4.168 INFO     Group "VVD_NTP_VVD_NTP_vmx" added
    4.174 INFO     Group "Vcenter_demo_Ashok_Vcenter_demo_Ashok_vmx" added
    4.179 INFO     Group "WIN_ABC_WIN_ABC_vmx" added
    4.185 INFO     Group "WL_ACI_ASAv_UNMGD_CLNT_WL_ACI_ASAv_UNMGD_CLNT_vmx" added
    4.192 INFO     Group "WPMServer_OMi_WPMServer_OMi_vmx" added
    4.198 INFO     Group "WPM_OpsAgent_WPM_OpsAgent_vmx" added
    4.203 INFO     Group "WPM_SERVER_WPM_SERVER_vmx" added
    4.210 INFO     Group "Windows_AD_Windows_AD_vmx" added
    4.216 INFO     Group "Windows_NImesa_test_New_Windows_NImesa_test_New_vmx" added
    4.221 INFO     Group "Windows_webservice1_Windows_webservice1_vmx" added
    4.227 INFO     Group "Zenoss_deployment_Zenoss_deployment_vmx" added
    4.233 INFO     Group "_managed_folder_path_blue_datacenters_opendc_dc1_vm" added
    4.239 INFO     Group "_managed_folder_path_blue_datacenters_opendc_dc1_vm_aci_lab" added
    4.245 INFO     Group "_managed_folder_path_blue_datacenters_opendc_dc1_vm_cloudgenix" added
    4.251 INFO     Group "_managed_folder_path_blue_datacenters_opendc_dc1_vm_discovered_virtual_machine" added
    4.257 INFO     Group "_managed_folder_path_blue_datacenters_opendc_dc1_vm_g_demo" added
    4.263 INFO     Group "_managed_folder_path_blue_datacenters_opendc_dc1_vm_iwan" added
    4.269 INFO     Group "_managed_folder_path_blue_datacenters_opendc_dc1_vm_os_cluster" added
    4.275 INFO     Group "_managed_folder_path_blue_datacenters_opendc_dc1_vm_vmware_nsx" added
    4.281 INFO     Group "_managed_folder_path_blue_datacenters_opendc_dc1_vm_vra_discovered_virtual_machine" added
    4.287 INFO     Group "_managed_folder_path_blue_datacenters_sdi_vm" added
    4.293 INFO     Group "_managed_folder_path_blue_vm" added
    4.299 INFO     Group "_managed_folder_path_yellow_datacenters" added
    4.305 INFO     Group "a48c7959_a08a_5269_671d_0025b5111a08_Master_1_vmx" added
    4.311 INFO     Group "aci_liberty_aci_liberty_vmx" added
    4.317 INFO     Group "admin_node_admin_node_vmx" added
    4.323 INFO     Group "ansible_ansible_vmx" added
    4.329 INFO     Group "ansible_tower_ansible_tower_vmx" added
    4.335 INFO     Group "ansiblemariadb_new_ansiblemariadb_new_vmx" added
    4.341 INFO     Group "azure" added
    4.347 INFO     Group "b25e3559_84e0_0737_e751_0025b5111a08_Ansible_Network_vmx" added
    4.353 INFO     Group "b2957959_941a_5e6a_a02a_0025b5111a08_WorkerNode_1_vmx" added
    4.359 INFO     Group "d930b4e1_9efa_4153_a592_64f125ded0a5_ovf" added
    4.365 INFO     Group "demo_gold_demo_gold_vmx" added
    4.371 INFO     Group "demo_test31_demo_test31_vmx" added
    4.377 INFO     Group "df625b58_f4f3_f9cd_7a84_0025b5111a08_Jump_Box_vmx" added
    4.383 INFO     Group "eafcf676_90d6_4628_947a_bf17790b9616_ovf" added
    4.389 INFO     Group "eastus" added
    4.395 INFO     Group "ec2_54_91_231_196_compute_1_amazonaws_com" added
    4.401 INFO     Group "ec2_54_91_53_17_compute_1_amazonaws_com" added
    4.407 INFO     Group "graylog_beta_graylog_beta_vmx" added
    4.413 INFO     Group "helpdesk_helpdesk_vmx" added
    4.419 INFO     Group "iWAN_Web_Server_iWAN_Web_Server_vmx" added
    4.425 INFO     Group "iotlinux_iotlinux_vmx" added
    4.431 INFO     Group "kickstarttest_kickstarttest_vmx" added
    4.437 INFO     Group "kube_node1_new1_kube_node1_new1_vmx" added
    4.442 INFO     Group "kube_node2_new2_kube_node2_new2_vmx" added
    4.448 INFO     Group "ldap_server_ldap_server_vmx" added
    4.454 INFO     Group "manageiqrpm_manageiqrpm_vmx" added
    4.460 INFO     Group "ml2_compute_ml2_compute_vmx" added
    4.469 INFO     Group "ml2_control_ml2_control_vmx" added
    4.475 INFO     Group "nexenta_auto_nexenta_auto_vmx" added
    4.481 INFO     Group "nimashtst8_nimashtst8_vmx" added
    4.486 INFO     Group "nimtest1_nimtest1_vmx" added
    4.492 INFO     Group "openshift_scaleIO1_2_openshift_scaleIO1_vmx" added
